Post#,Post,Relevance,Sentiment,AD?
1537,我是一个无论如何都洋气不起来的人，比如爱吃臭豆腐，洗发水只用清扬，半夜饿的心慌啃两包干脆面啥的[呵呵],Y,NEG,
740828,[握手][握手][握手][握手]四天结束@沙宣美发学院  http://t.cn/z8UDbAB,N,,
397555,#音乐不死，理想不灭#  我觉得还是潘婷好~,N,,
524939,不管如何还是要珍惜现在，期待未来，飘柔就是这么自信[馋嘴][馋嘴][馋嘴],Y,NEU,official adv. Quato
778934,【沙宣携手新锐设计师Chi Zhang 2012秋冬系列发布】（2012年6月北京）沙宣始终走在潮流前沿，从不同领域汲取灵感，继2011年与中国新锐设计师张弛的合作大获成功，沙宣与Chi Zhang再... http://t.cn/zTAjO3Z,N,,
794757,#Fly乔飞##VS大师讲#80年代沙宣创立了“通过染发创造清新动感效果”的理念，充满亮泽的色彩更加突出发型的整体效果。运用沙宣彩护技术护理过的头发，能让发色保持六个星期。一款发型中同时运用多种颜色，可以达到意想不到的效果，多个色彩，多种亮点。,N,,
552625,用飘柔就是这么自信！@米米小译天 @竹本精植 @柒柒ivy77 http://t.cn/RhG6vrZ,Y,NEU,SARCASTIC
91077,我参与了@海飞丝实力派 发起的投票【#够实力 高八度#选出你心目中的人气之星！】，我投给了“钱雪琪-丁丁”这个选项。你也快来表态吧：http://t.cn/Rvr05G6,N,,
765828,漏洞&手慢无：8.8元 VS 沙宣 垂坠质感专业润发乳 750mlhttp://t.cn/8si8f9O,y,neu,advertisement
300418,只要是能让我的头发#非凡心愿从“头”期许# ，巴黎欧莱雅,Y,AMBIGUOUS,
429350,#一起315# 因为新买的洗发水盖子坏了，没办法打开，我只好把新的装入旧的瓶子里，可是750ml的却没装满600ml瓶子，@潘婷@保洁公司 你们这么做@315消费者协会 知道了吗？ http://t.cn/8FdeY78 我在这里:http://t.cn/8kRRLcL,Y,NEG,
1159,不少啊——评论 @惠惠网 【联合利华 秋冬滋润洗护套装】 这款联合利华洗护套装内含：多芬滋养水润洗发乳400ml+多芬滋养水润润发精华素400ml+多芬深层营润滋养美肤沐浴乳400ml+多芬男士护理舒适净爽沐浴露400ml+清扬男士去屑洗发露200ml+凡士林倍护润手霜75ml+...http://t.cn/RzAl2n7,Y,NEU,advertisement
167493,【凝萃自然力量 极致净化头皮】头皮头发护理专家海飞丝在成功开发专注头皮保湿的海飞丝丝源复活组合之后，锁定头皮净化的新方向并深入探究，自日本“千年古汤”道后温泉汲取灵感，为头皮凝炼自然力量，推出全新产品... http://t.cn/zTfcpqx,Y,NEU,advertisement
55351,¥65 润膏是洗护二合一的，相当于你同时拥有了一瓶护发素。接下来你可以算一算了，你买一瓶润膏的钱，和你买一瓶潘婷or海飞丝洗发水加一瓶护发素哪个合算？关键是，润膏真正的无硅油不残害头发和头皮健康，这是多少钱也换不来的！娜姐现货！如果你没有过润膏就不要说你用的洗发是顶级的,Y,"unknown=POS
 Head&shoulders=NEG
 Pantene=NEG",
140602,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FB0Nv9,N,,
753401,#我在现场##派啊最美沙宣之夜暨派啊音乐主题公园开业盛典#羽泉等知名明星重磅来袭！！！在美丽的南戴河，让我们一起来嗨！！@派啊国际沙滩音乐狂欢公园 @羽泉,N,,
576488,妍妍原先的长发经不起染烫的摧残，终于统统剪掉了……看看这剪完后还很枯燥的发梢…本来就想买个发膜试试，结果发现洗发水也用完了，就一起入手了飘柔倍瑞丝的顺滑洗发水。现在这款飘柔倍瑞丝专研修护多效滋养系列已经是妍妍的最爱了~如果早用，也许都不用减掉长发了呢…大家快来试试吧！飘柔倍瑞丝,Y,POS,
502579, @蝶澈Sally @PT----潘婷 @智者贱智 @SecreTLxm,N,,
740177,#轻力放肆玩有型# 打破常规，拒绝束缚，我要创造属于自己的型格！快来和我一起，加入轻力狂潮，生成型格海报，PK圈子达人，赢5000元轻力放肆基金！@沙宣VidalSassoon http://t.cn/RPwMfvP,N,,
507456,"为什么我吃冰工厂没有被冻住！为何我用飘柔洗头,但是感觉不到一点自信！为何妈妈送旺仔牛奶来学校,学校没有广播叫我？我去超市买益达忘了拿,为何没有美女跟我说：你的益达！我还打算说：是你的益达勒！为何我喝了红牛，老婆也没说你今天真厉害。我喝[lt切克闹]七喜也没有召唤出小人啊！",Y,AMBIGUOUS,
57218,#微卖# 海飞丝750ml便宜啦，只卖￥25.80，http://t.cn/Rz3gH2J ,Y,AMBIGUOUS,
153068,加入#丝源会#，成为高端海飞丝丝源会员，不仅能够积分抽奖、兑换优惠劵，还能绘制专属自己的个人花盆，建筑丝之花“源”。我已经是丝源会的会员了，你要不要一起来呢？@大宝要早睡早起 http://t.cn/8FNLTLL,N,,
422176,#全能微信主打星#【微信鉴定真品】姐的微信还能辨别产品真伪这么牛，你知道了吗？有了微信金盾卫士，假冒伪劣哪里逃！扫二维码或加微信号“宝洁生活家”关注微信吧~转发本微博，百元潘婷礼盒(1名)和乳液修护精华(2名)等你赢！ (4.26截止),Y,NEU,advertisement
797811,新品 VS沙宣激强持久定型发泥发蜡50g 美发护发定型产品专柜正品    一口价：30.99元。     http://t.cn/zTUBOB4,N,,
161503,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FJikGm,N,,
174185,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8F79Dt0,N,,
180902,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8k3GpBB,N,,
775720,【清爽沙宣发型】 整齐柔顺的线条设计，首先给我们的感官上带来极大的享受，深棕色的染发颜色时尚靓丽，将女生衬得美丽迷人，刘海处的头发修剪的十分整齐，露出了女生的炯炯有神的大眼睛，尽显美丽好看。 http://t.cn/z8Cii2F,N,,
272727,#我的欧莱雅秀发非凡时刻#@hyzqhezw我已经是欧莱雅“懒”美人秘社成员咯，这个平台最让我兴奋的地方是里面可以学到美发知识(来自 http://t.cn/8FFcYLY ),N,,
412284,#琦Kayi晒货#今年连续染了两次，头发被伤得很彻底，打结又黯淡，发质干枯脆弱。最近抢到了潘婷新上市的乳液修护系列，以乳液精华与维他命原PRO-V深层次修复发芯，让干枯损伤的头发内部重新充满生命力，实现#内在强韧外在柔亮#~,Y,POS,
780440,[转发]广州日报 【假“高露洁”“飘柔”“沙宣”流入广州！】牙膏、洗发水也遭遇疯狂造假！广州警方近日联合多地警方打掉一制售假团伙125人，涉嫌假冒“高露洁”、“飘柔”、“沙宣”等多个品牌的牙膏、洗发水等产品。这些团伙向酒店供应，或通过商铺销售，涉案金额超过2000万元。小心留意！,y,neu,advertisement
604102,涨价了……涨价了…….——评论 @惠惠网 【亚马逊   宝洁 洗护发沐浴指定商品限时5折抢】                     5月13日0:00-23:59，宝洁专场沙宣/潘婷/海飞丝/飘柔/伊卡璐/舒肤佳等洗护发沐浴系列商品限时5折优惠，每个单品每个账户仅限购2件。现在还有货，快...http://t.cn/zTBJFWj,Y,NEU,official adv. Quato
527831,[xkl转圈]为什么我用飘柔洗头感觉不到一点自信 ？为什么妈妈送旺仔牛奶来学校时学校没有广播叫我？ 为什么我去超市买益达忘了拿也没有美女跟我说 :嘿！你的益达 ？为什么我喝七喜没有召唤出小人 [bm悲催]？,Y,AMBIGUOUS,
269932,#我的欧莱雅秀发非凡时刻#（必须输入活动主题）+@飞飞小年华 @18040024785 @於洋 我想和全智贤拥有一样的头发，这样可以吸引男神,N,,
523953,突然想起前几天和朋友的对话。朋友白娘子兰花指：＂你真是一朵迎风招展的奇葩！＂我甩飘柔头的同时：＂哎嘿嘿嘿〜别这么夸人家嘛〜〜〜＂刚说完就从对面的镜子里发现我边上站在面不改色过来收碟子的服务员爷爷围观了全过程。别问我有没有把头发甩到他[泪][泪][泪],n,,
711437,怒赞！施华蔻的造型液实在太好用了！我把它当成淡的营养水[得意地笑],N,,
490796,#潘婷Style#周末，远离城市，去能看到星星的地方走一走，修复一下辛苦了一周的心灵吧~,N,,
704070,"施华蔻发泥黑人头竖立纤维塑型发泥100g男女造型发泥限量,售价:32元http://t.cn/8FqvQA3",N,,
720462,没用过，不油腻还是不错哦 @就爱点评网 @施华蔻官方微博 http://t.cn/zQsKX6I,?,,
636427,吴家豆芽初长成[噢耶]真不错又高又壮，只是我想说它是会自己分叉么[纠结]那要给他上点飘柔就是这么自信吗？！……啊喂！！ 我在这里:http://t.cn/zHkZhkl,Y,NEU,official adv. Quato
421559,我试用了潘婷时光损伤修护洗护2件套，我觉得：[good] （分享自 @喜试网） http://t.cn/8sH4S00 ,Y,POS,
3714,football is so amazing http://t.cn/RhUENZ1 你有更精妙的视频点评？来@Clear清扬《冠军表,N,,
613410,来自@昕彤麻麻 REJOICE飘柔家庭护理兰花长效清爽去屑洗发露750ml 亚马逊20.8元 http://t.cn/8F2YEJz,y,neu,advertisement
522987,@明道 @明道工作室 @大飞洗头不用飘柔 @Mr某某某-婷 @Nichelle唔啦吧哈 http://t.cn/RvRR6G2,N,,
162944,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FMOlx0,N,,
140045,潘婷多芬海飞丝这么牛，我怎么不知道呢？！ 我在:http://t.cn/8FrEVCu,?,,
195661,加入#丝源会#，成为高端海飞丝丝源会员，不仅能够积分抽奖、兑换优惠劵，还能绘制专属自己的个人花盆，建筑丝之花“源”。我已经是丝源会的会员了，你要不要一起来呢？ @陶漫漫 http://t.cn/8kyq5Ri,N,,
445943,『泰国潘婷广告卡农(中文版)_在线视频观看_土豆网视频 1』http://t.cn/zHmzs1L,Y,NEU,official adv. Quato
140290,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FrGm6Q,N,,
221399,记得有次看台言，女主要洗头，朋友就递给她 “海伦仙度丝 ”，当时很好奇会是啥高端洋气的洗发水……直到今天我认真的看了海飞丝的英文名[晕],Y,NEU,
497535,哎。。。。可爱的小闷墩儿'下个星期惨了'中午先要被@DJ雨小轩 在财富大玩家里面用飘柔洗一盘'接下来在财富名人八卦里面瘪瘪要被@DJ洋老师 用潘婷再洗一盘'如果财富V生活还是@蕴孜孜 上的话'那就破纪录了'@主持人李晶磊 用海飞丝来扫尾''可怜的小闷墩儿[泪][泪][泪] 我在:http://t.cn/zHqOccl,N,,
288530,小说一看就熬夜了，这方面的自制能力还是欠缺啊，一不小心就吸引了[嘻嘻]今天看书的时间并不多，可是却眼睛发花了，恶补胡萝卜啊[馋嘴]有些内容很好背，有些内容就是记不进脑子里，选择性输入[鄙视]终于想通用海飞丝，清爽的头发又回来了，要暂别欧莱雅了[委屈]最终我还是没说，你还是忽略[做鬼脸]晚安,Y,"Head&shoulders=POS
 L'Oreal=Ambiguous",
146932,加入#丝源会#，成为高端海飞丝丝源会员，不仅能够积分抽奖、兑换优惠劵，还能绘制专属自己的个人花盆，建筑丝之花“源”。我已经是丝源会的会员了，你要不要一起来呢？ @爱家大孬子 http://t.cn/8FH2Mzm,N,,
39749,对于【高清回顾恒大巅峰一战】我有最独到见地。@维翔佩玲志新 @凯轩尚良9 @wuxinling641 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/zRH6V3K,N,,
65169,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/Rhei93W,N,,
787427,我决定剪个沙宣头😘😘,N,,
581577,芦荟的品种很多，有很高的药用价值，但被国际认可用于食品加工的只有产自美洲的库拉索芦荟凝胶。飘柔提取库拉索芦荟精华，添加到芦荟丝质柔顺洗发露中，有效减少头发毛躁，提升秀发柔顺度。#经典语录##搞笑#喜欢请关注,Y,NEU,advertisement
385279,一个月前染的颜色，欧莱雅的floride金。新的洗发护发产品~ joico的洗护非常好用，发质不会干，一个月了颜色一点没变！紫色洗发水好神奇，就是洗完指甲都紫的。。Argan的发膜一大罐超级香洗发头发很软。发膜我一般一周用一两次，用发膜前不要用护发素哦，毛鳞片会被关闭的~还有一个发尾乳半干的时候用~,Y,Rejoice=POS,
197759,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8k2o65U,N,,
84938,走进浴室，看见摆着的那一瓶大大的海飞丝洗发水，我想这第一次见面应该也是最后一次见面了。,Y,AMBIGUOUS,
601450,用飘柔，就是这么有自信~可爱不！？,Y,NEU,SARCASTIC
226642,海飞丝找个约什史密斯做代表。。别人几乎光头啊 [汗],y,neu,
273274,#广州无痕接发##广州纳米无痕接发#纳米驳发接口超微细，这位美女接长加厚到腰，瞬间气质不同了，加上欧莱雅棕色系染膏，让头发有富有光泽顺滑。完美的长发演绎。[嘻嘻][嘻嘻][爱你][爱你][爱你][爱你][爱你][爱你] 我在:http://t.cn/8FqjtpT,Y,POS,
300694,#非凡心愿从“头”期许#用巴黎欧莱雅，很多朋友都说发质变完美了,Y,POS,
290226,#我的欧莱雅秀发非凡时刻#@新手指南 @时尚服饰潮系搭@喵星人星球 范冰冰的发型好漂亮，好想拥有这样的一头秀发哦！,N,,
437358,【阿斯顿马丁车模冯馨瑶_网易游戏频道】阿斯顿马丁中国第一车模，奥迪、本田、莲花等汽车模特，康师傅、潘婷等大品牌宣传模特，曾参演多部数字电影。扮演网易游戏2011年台历10月份国庆美女，代表游戏是九城的... http://t.cn/zTAtxKO,Y,NEU,official adv. Quato
393889,我希望欧莱雅出一款防脱发长浓发密发的洗发水,Y,NEU,
415835,【视频林志玲代言潘婷诠释自然美丽 广告拍摄花絮-广告视频-爱奇艺】此页面提供了林志玲代言潘婷诠释自然美丽 广告拍摄花絮:林志玲代言潘婷诠释自然美丽 广告拍摄花絮  http://t.cn/zQ3hiI4（分享自 @爱奇艺）,Y,NEU,official adv. Quato
160208,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FiNQ4L,N,,
761197,世界顶级学院沙宣   品牌和设计无处不在,N,,
178757,@今麦郎方便面 @海飞丝丝源复活 @K可爸爸官微 #进口瑞士莲融情中国年# 太棒了！[得意地笑]我接到了23个融情Lindor噢！ [ppb鼓掌] 现在把好运分享给大家，你也快来参与瑞士莲新年活动网站吧！更多新春惊喜等你来拿哦！[礼物] [礼物] @Lindt瑞士莲巧克力 http://t.cn/8kiuOdh,N,,
